$id,Id,Accords,AgeVignes,Appellation,AppellationLabel,BestAfter,BestBefore,AssemblageCepage,Classement,Code_ean,CommentaireBouche,CommentaireMillesime,CommentaireNez,CommentaireOeil,CommentaireProducteur,CommentaireService,CommentaireSituation,CommentaireTerroir,CommentaireVin,CommentaireVinification,CommentaireViticulture,Contenance,ContenanceUnit,CouleurVin,DateCrawl,DegreAlcool,DenominationGeo,DenominationVitivini,Dosage,ElevageDuree,Img_btl_back_cloud,Img_btl_back_source,Img_btl_front_cloud,SourceImageBottle,Img_etq_back_cloud,Img_etq_back_source,Img_etq_front_cloud,Img_etq_front_source,AnneeMillesime,NomCuvee,NomVin,NomPays,PotentielGarde,PrixVin,PrixDevise,NomProducteur,Recompenses,NomRegion,TempService,TypeVin,UrlProduit,UrlSiteSource,TypeVendange,NomVignoble,ViticultureLabel
3610,3610,Apéritif Fromage Viande blanche Viande rouge ,0,Côtes du Tarn,,0,0,Fer sevadou 100%,,0," L'olfaction est intense sur les arômes de fruits de la passion, de fruits rouges avec des notes d'épices L'attaque en bouche est fraîche et généreuse avec une bonne intensité",," L'olfaction est intense sur les arômes de fruits de la passion, de fruits rouges avec des notes d'épices",La robe est rubis avec des reflets violets,,,,,"Parfait à l'apéritif avec un plateau de charcuteries, un confit de canard sur des pommes de terres de Noirmoutier,  un magret de canard avec sa purée de patate douce et avec vos plateaux de fromages",,,75,cL,Rouge,16/10/2018 13:51,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/b/r/braucol-1490777830.jpg,,,,,2015,,Braucol,France,,9.2,EUR,Pierre & Laure Fabre,,Sud-Ouest,16,,https://www.lesgrappes.com/domaine-gayrard-braucol-rouge-2015,https://www.lesgrappes.com/vins,,Domaine Gayrard,
3611,3611,Apéritif Fruit de mer Poisson Viande blanche Volaille ,0,,,0,0,"70% Grenache gris, 25% Grenache blanc et 5% grenache noir",,0,,,,Un vin avec une robe soyeuse,,,,,"Ce vin accompagnera merveilleusement bien des mets tels que un civet de langoustine, des sardines grillées, une soupe de poisson ou encore des fromages affinés",,,75,cL,Blanc,16/10/2018 13:51,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/l/e/lextreme_blanc_2015-1500480276.jpg,,,,,2015,,L'extrême blanc ,France,3 ans,35.6,EUR,Paul Old,,Languedoc,0,,https://www.lesgrappes.com/les-clos-perdus-lextreme-blanc-blanc-2015,https://www.lesgrappes.com/vins,,Les Clos Perdus,Non Certifié ou En Conversion
3612,3612,Apéritif Viande blanche Volaille ,0,Côtes de Provence,,0,0,"Rolle (Vermentino), Ugni blanc",,0, Nez très complexe sur des arômes d’agrumes et d’amandes,, Nez très complexe sur des arômes d’agrumes et d’amandes,Robe jaune intense,,,,,"Daurade ou loup de Méditerranée grillés, toasts aux pois chiches, salade au chèvre frais tour",,,75,cL,Blanc,16/10/2018 13:51,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/_/c/_cdbert_blanc_png_18062-1517594144.png,,,,,2015,,Château des Bertrands,France,,16,EUR,Alexis Cornu,,Provence,8,,https://www.lesgrappes.com/chateau-des-bertrands-chateau-des-bertrands-blanc-2015,https://www.lesgrappes.com/vins,,Château des Bertrands,
3613,3613,Apéritif Poisson Viande blanche Volaille ,0,Côtes de Provence,,0,0,Rolle (Vermentino) Ugni blanc,,0," Bouche franche et fraîche, légèrement saline avec de discrets amers Bonne longueur et finale relevée",," Nez expressif et floral, chèvrefeuille, aubépine et citron","Jolie robe or clair, très légèrement argentée, brillante",,,,,"Loup en croûte de sel, daurade sauvage sur citron et fenouil, tartare de Saint Pierre, chèvre frais",,,75,cL,Blanc,16/10/2018 13:51,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/_/e/_elegance_blanc_png_18075_1024-1517594802.png,,,,,2016,,Elégance,France,,13.5,EUR,Alexis Cornu,,Provence,9,,https://www.lesgrappes.com/chateau-des-bertrands-elegance-blanc-2016,https://www.lesgrappes.com/vins,,Château des Bertrands,
3614,3614,Apéritif Asiatique Dessert ,0,,,0,0,"50% Tempranillo, 30% Grenache, 20% Cinsault",,0, Son bouquet exhale des arômes de fruits rouges et des notes de chèvrefeuille et de tilleul,,,,,,,,Dégustez entre 8 et 10° sur des desserts comme une tarte aux fraises. Il sera également parfait seul en apéritif,,,75,cL,Rosé,16/10/2018 13:52,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/r/o/rose_fruite_petit_format-1517651564.jpg,,,,,2016,,Rosé Fruité,France,,6.65,EUR,Jérémie et Raphël Castor,,Vallée du Rhône,9,,https://www.lesgrappes.com/chateau-saint-nabor-rose-fruite-rose-2016,https://www.lesgrappes.com/vins,,Château Saint Nabor,
3615,3615,Asiatique Fruit de mer Poisson Viande blanche ,0,Bandol,,0,0,"mourvèdre 30%, cinsault  34%, grenache 34%",,0, Le nez intense s'ouvre sur les arômes d’agrumes et de réglisse L'attaque en bouche est structurée avec une belle finesse en finale,, Le nez intense s'ouvre sur les arômes d’agrumes et de réglisse,La robe est rose saumon avec des reflets roses,,,,,"Parfait sur vos crustacés, un filet de veau au jus épicé, une daube provençale  mais aussi avec plats asiatiques",,,75,cL,Rosé,16/10/2018 13:52,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/a/cabanonhelene_rs-1490867043.jpg,,,,,2016,,Le Cabanon d'Hélène ,France,2 ans,13.5,EUR,Sandrine Feraud,,Provence,11,,https://www.lesgrappes.com/domaine-de-lestagnol-le-cabanon-dhelene-rose-2016,https://www.lesgrappes.com/vins,,Domaine de l'estagnol,
3616,3616,Apéritif Fruit de mer Poisson ,0,Vin de France,,0,0,Viognier,,0,,,,,,,,,"Accompagne parfaitement des coquillages, gambas grillé à la plancha",,,75,cL,Blanc,16/10/2018 13:52,13,,,,0,,,,https://s2.lesgrappes.com/media/catalog/product/e/a/earl_jullian_viognier_le_printemps_des_hirondelles-1523883920.png,,,,,2017,,Le printemps des Hirondelles autour du viognier,France,3 ans,13,EUR,Lucie Riviere,,Beaujolais,12,,https://www.lesgrappes.com/domaine-de-prapin-le-printemps-des-hirondelles-autour-du-viognier-blanc-2017,https://www.lesgrappes.com/vins,,Domaine de Prapin,"Non Certifié ou En Conversion, Bio - Certifié Ecocert"
3617,3617,Viande blanche Viande rouge Volaille ,0,Côtes de Bordeaux,,0,0,"85 % Merlot, 15 % Cabernet Sauvignon",,0," Bouche charnue et ronde, avec une belle fraicheur en finale",," Joli nez de fruits rouges et noirs: groseille, framboise, mûre",Belle couleur rubis foncé,,,,,"Il accompagnera parfaitement vos viandes blanches et rouges, vos grillades, et tous les fromages",,,75,cL,Rouge,16/10/2018 13:52,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/h/chteau_suau2015-1500985365.jpg,,,,,2015,,Château Suau Côtes de Bordeaux,France,5 ou 6 ans,9.1,EUR,Franck Noguiez,,Bordeaux,17,,https://www.lesgrappes.com/chateau-suau-chateau-suau-cotes-de-bordeaux-rouge-2015,https://www.lesgrappes.com/vins,,Château Suau,Non Certifié ou En Conversion
3618,3618,Fruit de mer Viande blanche ,0,Champagne,,0,0,50% Pinot Meunier 50% Chardonnay,,0,"L’attaque en bouche est plutôt douce et caressante Il propose une texture soyeuse, que l’on doit à la fine effervescence en bouche L’ensemble est harmonieux mais néanmoins structuré car on devine quelques légers tanins en milieu de bouche",,,,,,,,"A table, il regarde vers la mer et se mariera avec les textures les plus soyeuses : pensez aux St-Jacques et aux quenelles de poisson par exemple",,,75,cL,,16/10/2018 13:52,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/p/a/packshotclos1-1500988693.jpg,,,,,2011,,Clos des Monnaies,France,,76,EUR,Bastien Papleux,,Champagne,10,Pétillant,https://www.lesgrappes.com/champagne-goutorbe-bouillot-clos-des-monnaies-petillant-2011,https://www.lesgrappes.com/vins,,Champagne Goutorbe Bouillot,Haute Valeur Environnementale - Certifié Haute Qualité Valeur Environnementale
3619,3619,Fromage Gibier Viande rouge ,0,Bordeaux,,0,0,Merlot 100%,,0," Le nez très aromatique développe des notes fumées, boisées, complétées par des arômes de cerise et de cassis L'attaque en bouche est complexe, dominée par des fruits rouges et des notes de vanilles légèrement toastées",," Le nez très aromatique développe des notes fumées, boisées, complétées par des arômes de cerise et de cassis",La couleur rubis est très intense,,,,,Ce vin viendra s’inviter à votre table autour d’un plat festif après un passage en carafe de quelques heures,,,75,cL,Rouge,16/10/2018 13:52,12,,,,0,,,,https://s2.lesgrappes.com/media/catalog/product/f/l/fleur20071501072501_1-1501151135.jpg,,,,,2007,,Fleur de Cajus,France,5 à 10 ans,20,EUR,Pierre VEYRON,,Bordeaux,0,,https://www.lesgrappes.com/chateau-cajus-fleur-de-cajus-rouge-2007,https://www.lesgrappes.com/vins,,Château Cajus,"Bio - Certifié Ecocert, Vegan - Vegan certifié"
3620,3620,Fromage Viande blanche Viande rouge Volaille ,0,Côtes du Roussillon,,0,0,"Grenache, Syrah",,0, Des tanins fondus,,,,,,,,"Viandes grillées et cuisinées en sauces légères (jus en réduction), agneau, charcuteries, plats à base de fromage",,,75,cL,Rouge,16/10/2018 13:52,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/v/i/via_augusta_rouge-1493210734.jpg,,,,,2017,,AUGUSTA ROUGE,France,,11,EUR,"Laurence, Jean-François et Guillem  RIERE CADENE",,Roussillon,0,,https://www.lesgrappes.com/domaine-riere-cadene-augusta-rouge-rouge-2017,https://www.lesgrappes.com/vins,,Domaine Rière Cadène,Non Certifié ou En Conversion
3621,3621,Apéritif Dessert Fruit de mer Poisson ,0,Côtes du Rhône,,0,0,"Syrah, Grenache",,0, La bouche est douce et tonique,," Nez éclatant, sur la fraise tagada, les fruits exotiques","Robe pâle aux nuances poudrées Nez éclatant, sur la fraise tagada, les fruits exotiques",,,,,"Sur des poissons, sur des desserts aux fruits (tartelette sablée aux amandes, mascarpone et clémentines",,,75,cL,Rosé,16/10/2018 13:52,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/r/v/rverie_ros_petit-1504617994.png,,,,,2016,,"""à la rêverie"" rosé",France,,11,EUR,Jean-René De Fleurieu,,Vallée du Rhône,10,,https://www.lesgrappes.com/chateau-de-montfrin-a-la-reverie-rose-rose-2016,https://www.lesgrappes.com/vins,,Château de Montfrin,Non Certifié ou En Conversion
3622,3622,Gibier Viande rouge ,0,Côtes du Rhône Villages,,0,0,"85% Syrah, 15% Grenache",,0," La bouche est ample, riche et veloutée, sur la griotte et la mûre de ronce",,,"Robe sombre aux reflets pourpres; on retrouve les notes de sirop de violette, d’encre d’écolier, de tabac blond légèrement tourbée",,,,,Parfait sur un civet de sanglier,,,75,cL,Rouge,16/10/2018 13:52,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/a/_/a_la_douceur_daller_orig_1-1504692729.jpg,,,,,2015,,"""à la douceur d'aller""",France,7 ans,21,EUR,Jean-René De Fleurieu,,Vallée du Rhône,0,,https://www.lesgrappes.com/chateau-de-montfrin-a-la-douceur-daller-rouge-2015,https://www.lesgrappes.com/vins,,Château de Montfrin,Non Certifié ou En Conversion
3623,3623,Fromage Viande rouge Volaille ,0,Vinsobres,,0,0,"Grenache(50%) , Syrah (50%",,0,"La robe grenat flatte le regard tout comme les arômes sur le fruit flatte le palais L'attaque est franche, tannique avec une belle longueur",,,La robe grenat flatte le regard tout comme les arômes sur le fruit flatte le palais,,,,,"Idéal sur un beau canard de navet de Pardailhan , ou des cailles façon Lucullus (farcie au foie gras) et pourquoi pas un filet mignons au lait de coco pour les accords les plus audacieux",,,75,cL,Rouge,16/10/2018 13:52,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/n/a/natura_dtourr-1516093627.png,,,,,2016,,Vinea Natura - Sans sulfites ,France,,17.9,EUR,Domaine Jaume Pascal et Richard,,Vallée du Rhône,17.5,,https://www.lesgrappes.com/domaine-jaume-pascal-richard-vinea-natura-sans-sulfites-rouge-2016,https://www.lesgrappes.com/vins,,DOMAINE JAUME Pascal & Richard,Vin Sans sulfite Ajouté - sans certification
3624,3624,Apéritif Fromage Poisson Volaille ,0,Vaucluse,,0,0,"Viognier, Bourboulenc",,0," Les arômes de pomme et coing s'offrent à l'aération La fraîcheur est au rendez-vous, avec une finale d'amande amère",,,La robe de ce vin est or jaune pâle avec de légers reflets verts et brillants,,,,,"S'accordera parfaitement avec vos apéritifs, vos viandes blanches, poissons en sauce ou fromages",,,75,cL,Blanc,16/10/2018 13:52,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/o/domaine_grand_pere_jules_igp_vaucluse_blanc_cuve_enzo-1498652281.png,,,,,2016,,IGP Vaucluse Blanc - Cuvée Enzo,France,,12,EUR,Henry Xavier,,Vallée du Rhône,12.5,,https://www.lesgrappes.com/domaine-grand-pere-jules-igp-vaucluse-blanc-cuvee-enzo-blanc-2016,https://www.lesgrappes.com/vins,,Domaine Grand Père Jules,
3625,3625,Fromage Gibier Viande rouge ,0,Vacqueyras,,0,0,70% Grenache 15% Mourvèdre 15% Syrah,,0," Son nez est gourmand sur des notes de fruits rouges bien mûrs, avec de fins arômes de fraise et d'épices La bouche est élégante avec des tanins enrobés, notes de framboise et de griottes confiturées",," Son nez est gourmand sur des notes de fruits rouges bien mûrs, avec de fins arômes de fraise et d'épices","Robe rouge franc, lumineuse, assez claire",,,,,"Parfait avec un carré d'agneau en croûte d'herbe, un fromage ou un fondant au chocolat",,,75,cL,Rouge,16/10/2018 13:52,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/v/a/vacqueyras_rouge_cuve_du_chteau_2013-1498552251.png,,,,,2013,,Cuvée du Château 2013,France,,15,EUR,Pierre SEROUL,,Vallée du Rhône,18.5,,https://www.lesgrappes.com/chateau-des-roques-cuvee-du-chateau-2013-rouge-2013,https://www.lesgrappes.com/vins,,Château des Roques,Agriculture raisonnée - Agriculture Raisonné - Sans certification
3626,3626,Apéritif Foie gras Fruit de mer Gibier Poisson Viande blanche Viande rouge ,0,Vacqueyras,,0,0,25% Grenache Blanc 25% Marsanne 25% Bourboulenc et 25% Viognier,,0,,,,Beaucoup d’élégance pour ce vin très aromatique à la robe jaune pâle et aux reflets doré,,,,,,,,75,cL,Blanc,16/10/2018 13:52,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/v/a/vacqueyras_blanc_2015_cuve_blanche_-1498564768.jpg,,,,,2016,,Cuvée Blanche 2016,France,,15,EUR,Pierre SEROUL,,Vallée du Rhône,0,,https://www.lesgrappes.com/chateau-des-roques-cuvee-blanche-2016-blanc-2016,https://www.lesgrappes.com/vins,,Château des Roques,Agriculture raisonnée - Agriculture Raisonné - Sans certification
3627,3627,Gibier Viande rouge ,0,Côtes de Provence,,0,0,"Syrah, Mourvèdre, Cabernet Sauvignon",,0,"Notes de petits fruits noirs confiturés et de sous-bois, bouche structurée avec des tanins fermes",,,,,,,,"Macération pelliculaire et fermentation (2 à 3 semaines), élevage en barriques pendant 12 mois",,,75,cL,Rouge,16/10/2018 13:52,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/g/a/gamme_prestige_rogne-1508945115.jpg,,,,,2014,,Prestige,France,3 ans,31.9,EUR,Olivier TEZENAS,,Provence,0,,https://www.lesgrappes.com/chateau-de-bregancon-prestige-rouge-2014,https://www.lesgrappes.com/vins,,Château de Brégançon,Non Certifié ou En Conversion
3628,3628,Fromage Gibier Viande blanche Viande rouge Volaille ,0,IGP Hérault,,0,0,Pinot Noir,,0,"Ce pinot produit en 2015 a le caractère du millésime : fraîcheur et tendresse En bouche son fort caractère surprendra Sa finale est droite et ferme sur des notes de fruits rouges bien mûrs, rappelant la cerise confite",,,,,,,,A vous de le découvrir,,,75,cL,Rouge,16/10/2018 13:52,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/w/h/why_not-1508962394.jpg,,,,,2017,,Why Not,France,2 ans,10,EUR,guy vanlancker,,Languedoc,0,,https://www.lesgrappes.com/domaine-combe-blanche-why-not-rouge-2017,https://www.lesgrappes.com/vins,,Domaine Combe Blanche,Non Certifié ou En Conversion
3629,3629,Fromage ,0,Vin de France,,0,0,Macabeu,,0,"Les arômes de noix fraîche, banane flambée et pierre à fusil en dérouteront plus d’un",,,,,,,,"Dégustez-le sur un fromage d’alpage à pâte pressée cuite et longuement affiné (Beaufort, Comté), ou sur un fromage à pâte molle et croûte lavée (Munster, Epoisses",,,75,cL,Blanc,16/10/2018 13:52,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/o/x/oxy_n1-1493301011.jpg,,,,,,,OXY n°1,France,,35,EUR,"Laurence, Jean-François et Guillem  RIERE CADENE",,Roussillon,0,,https://www.lesgrappes.com/domaine-riere-cadene-oxy-n1-blanc,https://www.lesgrappes.com/vins,,Domaine Rière Cadène,Non Certifié ou En Conversion
3630,3630,Apéritif Dessert Fromage ,0,Vin de France,,0,0,"Carignan, Macabeu, Grenache gris, blanc et noir",,0,,,,,,,,,"Ce type de vin qui a toujours existé en Roussillon et était principalement utilisé en cuisine dans l’élaboration des plats traditionnels (poulet aux Gambas...). A déguster avec un jambon de Pata Negra sur des tranches de pain grillé à l’huile d’olive, des anchois de Collioure, ou sur soufflet d’artichauts aux gambas",,,75,cL,Rouge,16/10/2018 13:52,17,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/o/x/oxy_n2-1493301660.jpg,,,,,,,OXY n°2,France,,35,EUR,"Laurence, Jean-François et Guillem  RIERE CADENE",,Roussillon,0,,https://www.lesgrappes.com/domaine-riere-cadene-oxy-n2-rouge,https://www.lesgrappes.com/vins,,Domaine Rière Cadène,Non Certifié ou En Conversion
3631,3631,Apéritif Dessert Foie gras Fromage ,0,Rivesaltes,,0,0,"Vieilles vignes complantées (Grenaches gris et noir, Carignan, Macabeu",,0," En bouche, une onctuosité et une puissance maîtrisée remarquables",,"Le nez rappelle les caves à cigares, le pruneaux, l'abricot sec",,,,,,Quenelles de chocolat noir et noix de pécan grillées,,,75,cL,,16/10/2018 13:52,16,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/o/x/oxy_n4-1493303165.jpg,,,,,1998,,OXY n°4,France,,35,EUR,"Laurence, Jean-François et Guillem  RIERE CADENE",,Roussillon,0,,https://www.lesgrappes.com/domaine-riere-cadene-oxy-n4-liquoreux-1998,https://www.lesgrappes.com/vins,,Domaine Rière Cadène,Non Certifié ou En Conversion
3632,3632,Fromage Viande blanche Viande rouge Volaille ,0,Cahors,,0,0,"Malbec  70 %, Merlot  25 %,  Tannat 5 %",,0,,," Le nez est aguicheur sur les fruits noirs (mûres, myrtilles, cassis) avec une touche florale et également une pointe de réglisse et de prunelle",La robe est rubis avec de beaux reflets violacés,,,,,"Parfait avec un tartare de bœuf, des filets de rouget, un tian aux légumes de soleil, un risotto poulet poulet petit pois, et vos fromages frais aux fines herbes",,,75,cL,Rouge,16/10/2018 13:52,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/c/h/chateaulacaminadez-1493310094.jpg,,,,,2015,,La Caminade,France,,9.5,EUR,antonin RESSES,,Sud-Ouest,15.5,,https://www.lesgrappes.com/chateau-la-caminade-la-caminade-rouge-2015,https://www.lesgrappes.com/vins,,Château la Caminade,
3633,3633,Apéritif Asiatique Dessert Fromage Volaille ,0,Alsace Grand Cru,,0,0,Gewurztraminer,,0,,,,,,,,,Lors du repas,,,75,cL,Blanc,16/10/2018 13:52,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/g/e/gewfr-1527684928.jpg,,,,,2016,,Gewurztraminer Grand Cru Frankstein,France,,18,EUR,Alexis Dietrich,,Alsace,12,,https://www.lesgrappes.com/famille-dietrich-gewurztraminer-grand-cru-frankstein-blanc-2016,https://www.lesgrappes.com/vins,,Famille Dietrich,Non Certifié ou En Conversion
3634,3634,Apéritif Poisson Viande blanche Viande rouge Volaille ,0,Grignan-Les-Adhémar,,0,0,"40% carignan, 20% grenache, 20% syrah, 15% viognier blanc et 5% roussane blanc",,0,"Pressurage direct pour tous les raisons récoltés bien mûrs, ce qui donne un vin rond et gras en bouche",,,,,,,,"A l'apéritif avec tous types de tapas, il accompagnera très bien vos salades composées, ainsi que les grillades, farcis provençaux et tous les plats riches de saveurs comme le couscous, la paëlla, tajine, colombo, poulet au curry et aussi les planchas riches en épices, où il se marie très bien",,,75,cL,Rosé,16/10/2018 13:52,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/r/o/ros20plaisir_orig_1-1510157847.png,,,,,2016,,cuvée rosé plaisir,France,1 à 3 ans,7,EUR,bruno ROSIER,,Vallée du Rhône,0,,https://www.lesgrappes.com/domaine-des-rosier-cuvee-rose-plaisir-rose-2016,https://www.lesgrappes.com/vins,,Domaine de Rosier,
3635,3635,Apéritif Fromage Fruit de mer Poisson ,0,Grignan-Les-Adhémar,,0,0,"Viognier blanc 50 %, Grenache blanc 20 %, Roussanne blanc, 15 %, Marsanne blanc 15 %",,0,,,"Nez de fleurs d'acacia, d'agrumes, mangues, litchis, et de pêches jaunes, aux notes d'amandes grillées et de pain brioché",,,,,,"A l'apéritif, nature ou en kir avec du sirop de châtaigne, mais il accompagne très bien les salades composées de foies de volailles, chèvres chaud ou saumon fumé, ainsi que les poissons grillés ou en sauce. Je vous invite à le découvrir avec des farcis provençaux de tomates, de courgettes, de poivrons, choucroute et fondues, suivi d'un fabuleux plateau de fromages de nos terroirs",,,75,cL,Blanc,16/10/2018 13:52,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/b/_/b_plaisir_orig_1-1510157789.png,,,,,2016,,cuvée blanc plaisir,France,3 à 5 ans,8,EUR,bruno ROSIER,,Vallée du Rhône,8,,https://www.lesgrappes.com/domaine-des-rosier-cuvee-blanc-plaisir-blanc-2016,https://www.lesgrappes.com/vins,,Domaine de Rosier,Agriculture raisonnée - Agriculture Raisonné - Sans certification
3636,3636,Apéritif Dessert Foie gras Fromage Viande blanche Viande rouge Volaille ,0,Haut-Médoc,,0,0,"merlot 80%, cabernet sauvignon 20%",,0,,,,,,,,,Ce vin est très facile à accorder avec une viande rouge ou blanche,,,75,cL,Rouge,16/10/2018 13:53,14,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/b/o/bouteille_2014-1516718368.png,,,,,2015,,Château Doyac,France,10 ans,15.2,EUR,Clémence de Pourtalès,,Bordeaux,0,,https://www.lesgrappes.com/chateau-doyac-chateau-doyac-rouge-2015,https://www.lesgrappes.com/vins,,Château Doyac,
3637,3637,Apéritif Dessert Foie gras Fruit de mer ,0,Champagne Extra Brut,,0,0,100% Chardonnay,,0,"Cette cuvée authentique d'Eric Taillet et un pur Vallée de la Marne, entre un nez dominant sur le fruit et une bouche très fraîche qui s’achève sur une belle finale",,"Cette cuvée authentique d'Eric Taillet et un pur Vallée de la Marne, entre un nez dominant sur le fruit et une bouche très fraîche qui s’achève sur une belle finale",,,,,,"Des essais avec un gigot cuit sont à tenter ! Pour les plus classiques, un plateau de crustacés sera tout indiqué",,,75,cL,Blanc,16/10/2018 13:53,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/a/u/autentiqueresize-1516966545.png,,,,,2011,,Authentique des Taillet ,France,,26.2,EUR,ERIC TAILLET,,Champagne,9,,https://www.lesgrappes.com/champagne-eric-taillet-authentique-des-taillet-blanc-2011,https://www.lesgrappes.com/vins,,Champagne Eric TAILLET,
3638,3638,Apéritif Asiatique Viande blanche Volaille ,0,Coteaux d’Aix-en-Provence,,0,0,"Counoise 20%, Mourvèdre 64%, Rolle 16%",,0," Bouche généreuse, avec un bel équilibre sur les graines de grenade, baies roses Une finale gourmande, sur la liqueur d'abricot",," Nez puissant, sur les agrumes confits et les épices, note de pierre à fusil, pointe de poivre Sichuan","Robe très soutenue, saumon profond, reflets oranges",,,,,"Tajine de veau aux abricots, il s'associe naturellement aux ""cuisines du monde"" et aux plats végétariens",,,75,cL,Rosé,16/10/2018 13:53,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/l/e/letemplerose75clweb-1516887202.jpg,,,,,2014,,Temple ,France,,19.5,EUR,Philippe POUCHIN,,Provence,12,,https://www.lesgrappes.com/chateau-bas-temple-rose-2014,https://www.lesgrappes.com/vins,,Château Bas,Agriculture raisonnée - Agriculture Raisonné - Sans certification
3639,3639,Apéritif Poisson Viande blanche ,0,Coteaux d’Aix-en-Provence,,0,0,"Grenache, Cinsault, Syrah",,0,,, un nez de fruits rouges ,Une robe pétale de rose,,,,,"Ce rosé sera le bon choix pour votre cuisine provençale, soupe de poissons mais aussi pizza, viandes blanches et charcuteries",,,75,cL,Rosé,16/10/2018 13:53,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/a/o/aoprose75clweb-1516887568.jpg,,,,,2017,,HEOL ,France,11 à 13 ans,10.5,EUR,Philippe POUCHIN,,Provence,12,,https://www.lesgrappes.com/chateau-bas-heol-rose-2017,https://www.lesgrappes.com/vins,,Château Bas,Agriculture raisonnée - Agriculture Raisonné - Sans certification
3640,3640,Apéritif Poisson ,0,Coteaux d’Aix-en-Provence,,0,0,"Ugni-Blanc 39%, Bourboulenc 22%, Rolle 18%, Sauvignon Blanc 16%, Clairette 5%",,0," L'attaque est franche, le vin est précis, tendu et très fruité",, Nez évoque le citron vert et pamplemousse,Une robe aux notes jaunes pâles,,,,,"A consommer à l'apéritif, sur des poissons frits ou des fruits de mer",,,75,cL,Blanc,16/10/2018 13:53,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/a/o/aopblanc75clweb-1516887889.jpg,,,,,2016,,HEOL,France,,10.5,EUR,Philippe POUCHIN,,Provence,12.5,,https://www.lesgrappes.com/chateau-bas-heol-blanc-2016,https://www.lesgrappes.com/vins,,Château Bas,Non Certifié ou En Conversion
3641,3641,Apéritif Fromage Poisson ,0,Coteaux d’Aix-en-Provence,,0,0,"Sauvignon blanc 76%, Grenache blanc 12%, Rolle 12%",,0, La bouche est grasse mais bien équilibrée pour le millésime,,,"Ce vin, à la robe transparente, évoque la brioche et les fleurs blanches, les agrumes, la salade de fruit",,,,,"A servir frais, à l'apéritif sur des mets fins et élaborés. Poissons fins (raie, saumon), ou avec un fromage de chèvre frais",,,75,cL,Blanc,16/10/2018 13:53,13,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/p/i/pierresdusudblanc75clweb-1516888350.jpg,,,,,2016,,Pierres du Sud ,France,,13.5,EUR,Philippe POUCHIN,,Provence,12.5,,https://www.lesgrappes.com/chateau-bas-pierres-du-sud-blanc-2016,https://www.lesgrappes.com/vins,,Château Bas,Non Certifié ou En Conversion
3642,3642,Dessert ,0,Touraine,,0,0,"60% Pinot Noir, 20% Pineau d'Aunis, 20% Cabernet-franc",,0,"Une vraie explosion de fruits gourmands en bouche! La robe rose saumon introduit les arômes intenses de fruits rouges La puissance se confirme avec une attaque en bouche pleine, relevant d'une finesse des bulles La finale est longue et épicée",,,"Une vraie explosion de fruits gourmands en bouche! La robe rose saumon introduit les arômes intenses de fruits rouges La puissance se confirme avec une attaque en bouche pleine, relevant d'une finesse des bulles",,,,,"Parfait pour accompagner vos desserts! Crumble aux fruits rouges, tiramisu, marrons glacés, glace à la fraise",,,75,cL,Rosé,16/10/2018 13:53,12,,,,0,,,,https://s.lesgrappes.com/media/catalog/product/d/o/domainedesgrandesesperances_etoilefilanterose-1498558618.jpg,,,,,,,Etoiles filantes - Rosé,France,,10,EUR,Arnaud & Laurent Saget,,Loire,9,,https://www.lesgrappes.com/domaine-des-grandes-esperances-etoiles-filantes-rose-rose-non-millesime,https://www.lesgrappes.com/vins,,Domaine des Grandes Espérances,
